video_id,israel_regierung,palaestinenser_zivil,hamas,westliche_staaten
KxcHNTFhwQo,-1,,,-1
giL_TQwWF5Y,-1.0,,,0.5
TYFRRFL-TtM,,,,-1
Buf4UCIZzts,,-0.5,-1,
dLjupvbFKmo,,-1,-1,-1
-LzhiA0BqIU,,,,
tXGkoaKD4rE,-1,1,,-1
gzDJcJmJsdQ,,,,
TVEsuWy7WHU,,,-1,0.5
85TQXszChqo,,-0.5,-1,-1
mvMoyHtNsnc,-0.5,,-0.5,
bkW4wxuOcDI,1,,-1,-0.5
zuu_L1fwNtE,,,,
awPu8lBTbUU,-0.5,,-1,-1
iNfWximFDp0,-1,,,0.5
inh6Bhu9cIA,,,,
sx_eLWFhzuI,-0.5,,-1,
JokQ1U3OQ5Q,,,,
2p1vzAQcyJo,-1,1,-1,-1
jU1lU0c25XY,-1,,,0.5
BHWapQ382HA,0.5,,-1,
7O481_JXVqE,1,,,
z3tylvklKo4,-1,,,
YfMG-_OrSVE,0,,,0
m2Ta9LWl3Lw,-1,1,,
jxvKaG-UTEA,0.5,,-1,-0.5
oWyq7L7GCso,-1,,,
yyIAidAHsAI,-0.5,,,
3Wr7zDio3aU,-0.5,,-1,1
gBFBLe6VhXc,1,,,0
nto4a9dOC_A,0.5,,,0.5
Emi_hRa2BC4,-1,1,,
5isBnLiLaYM,-0.5,-0.5,-1,0.5
Deys9DIr754,,,-1,0.5
X65260eEJNM,-1,,-1,
6cZjYpqhEcY,,,-1,
sHlxIAN_5jM,-0.5,,-1,0
7JBQaYfxT9Y,-1,0.5,-1,0.5
81Qx5yy2BPY,,,,
-NNucIaeQKM,,-1,,0
UvleCIX-bYI,-1,0.5,,-0.5
qwJ5x_hQbK4,-1,,,-1
XzyxJgL_d10,0.5,,-1,-0.5
A4Emr1jCCkI,0.5,,-1,-0.5
cMiYekhcfT8,-0.5,,-1,0.5
o-t4l4iGS5E,-1,,,-1
fvAA8XiOqI4,0,,,0
yLDcyNRCXYk,1,,-1,0.5
mRZ0RjzBFe8,-0.5,0.5,-1,-0.5
rigXCL0k6Ag,-1,,-1,1
a0mQ2oYOs1A,-0.5,,,0.5
M8kcLlg8Lng,1,-1,,0.5
9XX2IpXRn7o,1,,,0.5
o0zdRGMDh5A,0.5,-0.5,-1,-1
irDe_mZz3vM,-1,,-1,0.5
Aoqr9rweQLM,-0.5,,-1,0
Sq4y0FPljuA,-1,,,-1
MhVVZxNtdhY,,,,+0.5
OFW-HhP8cc4,-1,0.5,,-1
gfOA2cUcVm8,-0.5,,,0.5
O1zWtAR69Sk,-0.5,,-1,0.5
_-G2MbooakI,-1,,,-1
N803pg3vndc,-1,0.5,-1,-0.5
kz0urqsfCDo,0.5,,0.5,0.5
u0K-7JTosEM,-1,,-1,-1
YmADhu5T1vc,0.5,0.5,-1,0.5
4EcgSRoVdMw,0.5,,,-0.5
C8z6wOvrj7Y,,,-1,0.5
l-cUybSZN1o,0,,,-0.5
AMIa3M4ktjY,-1,0.5,-1,
UUz2qx8Rxes,-1,0.5,,-1
eGnmdcUNyQQ,-1,1,0,
2egvYm7gw-8,-0.5,,-1,
MItWOP1CXIw,-1,1,-1,
c2qtaQhgh6w,0,,-1,
kxnR1e0uqfo,-0.5,0.5,-1,-0.5
a2Ots1ogH8k,0,,0,+0.5
RwmUqfLacs8,0,,,0
IK9reojRZEQ,-1,0,,
nZBs0teCPbY,0,0,-1,+0.5
B11lJL9jTQY,-0.5,-1,-1,0.5
1MAi8rkyZMA,-0.5,0.5,-1,0.5
spxaEkamLYU,0,0,-1,
6664r5MD918,0.5,,,-0.5
ERzN4dbDj0o,-0.5,-1,,-1
QKybneKLH7k,-1,,-1,
iDxaRxJVbUw,-1,1,,0.5
JfPeXiCmcWo,1,,-1,
dmEZaLS_ZQs,1,,-1,
QE8kyF9S6Ao,0,,-1,
kRwNSTpDiT8,-1,,,0.5
JDvGK8JqSs0,,,,1
k6UD0x1S4iA,-1,,,-1
dTtTS6dfPyw,,,,-0.5
-_DAq6aUQFo,0,,,
4rIfWSuiaQ8,1,,-1,0
MilrBlAdiSk,,,-1,1
6YQwfsEv3Q0,-1,,,-1
pibsgx5z6fo,-1,0.5,-1,-1
Eb8TEh2wSbo,1,0.5,-1,1
CHGiajlTlqY,,,,
DUj9Dt68At8,0,,,
v2TrpQqAGeA,1,,-1,-1
MBqpviKfKbE,-1,,-1,
0OfnOU_MEh0,-1,,,-0.5
MtUaQYrJvJU,-0.5,,-1,-1
grawpbxDm0g,1,,-1,
3n-cdpFBhUk,-1,,-0.5,0.5
D5LlX4JWgRE,,,-1,1
yw5mP7owdTo,,,,0.5
qOS353Z3eGk,1,,-1,1
xEsTQvVe1_4,0,,,1
dpM_Xe4K720,0,,,
fBDaMIxNuO4,1,,-1,1
p-4y74v6uSA,0.5,,-1,0.5
Othi_-bIzCY,0.5,,,
fWhUMNej9no,,,-1,-1
xI8YjQBtAG4,,,,-1
rE3Osxb9cSA,-0.5,,,0.5
8sbhBm4FuuA,1,,-1,1
zNZLoBqz2oM,0,,,-0.5
VcJ1l_eUZDQ,-1,,-1,0.5
S0-lT5sKMkw,-1,0.5,,-1
QXFz-octLwY,-1,1,,
jId7lQqSG6k,0.5,-1,-1,-1
h1-Fv9d15wU,-0.5,,,0.5
7ySjPRaV6zE,0.5,,-1,0.5
Uwm_LErl--k,,,-1,1
x2l9GCFT0DI,,,,0
zFrEE7aM5VA,,,-0.5,
ndntvFYR-Yk,-1,,,-0.5
JgABV5jX4Fw,-0.5,0.5,-1,1
EvbTnz2OoEc,-1,,-1,-1
iTtWMqnXKT8,-1,-0.5,-1,-0.5
sqVTouWzZ7o,0,,-1,
pNu8yQ__QrU,1,-1,-1,-0.5
0AkCMwfI5_g,-1,,-1,
PmENxAa8i0g,-0.5,,,-1
G4DwuzYx8_I,,,,
ryU19TV-Ax8,-1,,,-1
AViof732N8c,0,,0,0.5
ESFgwsqpJfM,-0.5,,-1,
pZNDKz489QI,-1,,-1,0.5
vDJwJhmmxSY,0.5,,,0.5
M-51Zr83uAI,1,,-1,-1
u4EcoRTXUFs,1,,-1,1
M_qq0m2RfV0,-0.5,,-1,
rHn0bTWXLt8,1,,-1,
Rq7oSGtR0Pk,-0.5,0.5,-1,0
taMmsF43SYY,-1,1,,
8W4-iQ9ioPA,,,,
eVSP_StGMCY,-1,,-0.5,-1
dCxE8apNxbk,0.5,1.0,-1.0,0.0
4E9YNEExuKM,,,,-1
ohTbyugIdhE,-1,-0.5,,0.5
12dMcVgGizg,-0.5,,-1,
d6IvkmFrDjI,-1,,-0.5,-1
wp2JRp2xp0E,0.5,,-1.0,0.5
htJbt-h4b5k,,-1,-1,
y_djXiP9G6U,-0.5,,-1.0,0.5
vbkbzicvzjM,-1,,-1,-1
swk6C3Cz5j4,,,,-1
FjYxIkjGvQE,-1,-0.5,-1,-1
klXmpG3Lf3w,-1,,,-1
mhmgMMZV2K8,1,,-1,1
HA_wt54RlsM,0.5,,-1,1
0GRVQl5B0Lg,,,,
OMrvxb2Lrss,0.5,0.5,-1,
z3z_6NBi2pU,-0.5,,,
LW-3zhpj_5E,-1,,,
3_NtsS6vywY,0,,-1,
mhW3mhe2D5o,-1,,,
A4C9T5O2bdI,1,0.5,-1,-0.5
rCF7p538jBQ,0,,-0.5,-1
VeUae9YPxLQ,,,,
DdaYcoeBFg8,-1,,,0.5
9XaOaIHvYAw,-1,,,-0.5
dMkS2xVUus0,-1,,,
XdzREEMFDw0,-1,0,-1,-1
4x-kCdecf3E,-0.5,,-1,0.5
yIbY0z9q_oU,,,,1
A8_cJ6Bx58I,0,,,-0.5
xBKoeQAssrI,-1,,,-1
RmxoTx9bkD4,-0.5,,-1,0.5
yvI-0Hod_FY,0.5,1,-1,-0.5
2-zmkLHjs7M,-1,,-1,
ZAFnRmMOs4s,1,,-1,1
L2zkkVTPb_0,-0.5,,-1,
camGywRRad4,1,,,0.5
YsTkXcl2uG4,-1,,-0.5,
uM59DvZX4mo,0,,0,1
sP4S-oreYZs,0,,0,
KqGs4XG7t-0,0,,,0
Z0wj-A68QFU,1,,-0.5,
Mj-Y773Jyf0,1,,,-1
tG0k3UffYjA,-1,0.5,-1,-1
fXn-qwJkfik,0,,0,
3CmEmSuK44o,-1,,,
IRXHch-SP74,1,-1,-1,-1
5KKShLm7ysA,-1,,-1,1
Dk8TY0QFUSo,-1,0.5,0.5,-0.5
iWqBC6PKZi4,-1,,-1,
rB_m1kaK6VU,-0.5,,-1,
HrXAhvkMK5E,,,-1,
NVO-U6tCacA,,,-1,-0.5
RV7OHw5TBr8,-1,,-1,0
h3K1r19Ahx8,-1,,,-1
tnbTSUL99zo,-1,,,
Kem1hAlxC40,-1,,,-1
SGnPjUoGqt0,0,,,0
MQqEzYwsXpw,,,,
EZ3KcHkbhF8,,,-1,
uFnszTvg2t8,1,-1,-1,
A1a2zsiNQaM,-1,,,-1
ngvG96zmalc,-1,,-1,0.5
zxzuh3kN4EA,,,-1,-1
HvuLxb_wI_g,,,-1,
mBhv_ZRrTmw,0,,0,
ijClDm3uSjU,,,,-1
h3fAHeQIAu4,1,,-1,
0QX9IIb6RUU,1,,-1,1
vCYbFKSPUHE,0.5,,,0
O6NFJZ4an6o,1,,-1,-0.5
yiu7eg8xNTM,-1,,,
Vp5B4M-cNh0,,,,-0.5
J4fP2sQ3WIY,-1,,-1,-1
jv5emsxifY4,0.5,,-1,
Zfxewbgddik,1,-1,-1,-0.5
iW_78Hu3oo8,-1,,-1,-1
iXZwKVoINik,-1,,,
eRhROQdrB_U,0,,,
PdUWU1xh-A8,,,,
WwT7VLICUzM,,1,,
NHlhwzv8WCA,0.5,,-1,-0.5
Sqy-a0gvQOY,-1,,,-1
cVkoK5bYkfw,-0.5,1,-1,1
gB4V4l-Iirc,-1,,,-1
g2YEIYTXfJQ,,,-0.5,
ThKqNJRRCLU,1,,-1,0.5
UY57MKf7qYw,-1,,,1
HHuLVX-Gsxg,-0.5,,0.5,-1
bKICLb-Wohk,-1,,-1,-1
bw_fDVr_ZSY,0.5,,,-0.5
y9CzB7vnoBU,0,,-1,+1
mGDIhzZsN3c,-1,,,0.5
qAvcYYY7KoI,0,,,-0.5
rtv223vP3KY,-0.5,,-1,0.5
YfS3eDhO8XA,-1,0.5,0.5,-1
j9RhZ2pv0EQ,-1,,-1,-1
JuCiyD7BYrc,1,,-1,-0.5
x1iw_MHuZas,0.5,,-1,0.5
ZGlfOvZ3ryM,1,,,1
0jtwLrHEKn8,1,,-1,1
wnt8ezHLfDA,-1,,-1,-1
grFFGaF9VMU,-0.5,,-0.5,1
X2f7YYUrv9w,-1,,,0.5
TJrJceqgvDs,-1,,-1,
DONPaSoLWaY,0,,,
VplgN2vQw0c,-1,,,-1
33ff8gmcIdA,,,,-1
Vcu1E98oyno,0.5,,-1,-0.5
gdw0yFXzpPE,-1,,,-0.5
JP8-Ort_J6I,-1,-1,-1,
D0bl77CJUgM,1,,,-1
lXRK3TQ_zug,-0.5,,,-1
ykKZRIJrKQc,-0.5,,-1,-0.5
tTrGSQi4YJA,0.5,,,-0.5
tN88Kpxiwmo,-1,1,,
AHGon5CQ0cE,-0.5,,,
ozP9fkWqECU,0,0.5,-1,1
jm_uK5Z0pms,-1,,,-1
5nMUhRxiBuU,-1,,-1,-1
Q-psy28iU9U,,,,
V9ozZtaskzk,0,,,-0.5
TYYvrKJLuD8,0,,-1,-0.5
hjLYdP8s7HA,1,,,-1
TOz9XqqKibo,-1,1,-1,-0.5
gbJi7IFcP_0,-1,,,1
939lUu3pXp4,-1,,,-1
5vnoErqXnq4,-0.5,,-1,
7NMsDz2tq2g,-0.5,,-1,1
9KMfVOglpWs,0,,,0.5
y2r2wQgTI9w,-1,-0.5,-1,
zbSQAOlxO5g,1,,,
ixn0Hq5P5i0,,,-1,
0vsHR50jsAI,-0.8,0.7,-1,-0.9
2YUmJekDsCY,1,,,0
ISFHCaXJMv8,0.5,,-1,0.5
_dvyApNCHsI,,,,
1rJs6xvO9HI,,-0.5,,
zcwFRQZbI7k,,,-1,
NZkXsWINkhQ,-1,0.5,,
_SNNqSYuhzk,-1,1,,-1
8OILjivp_1k,-0.5,,,-0.5
3MwO4jbnSiQ,-1,,,0
kRvE66GdWBA,,,,-1
glQZHwzzCN4,1,,-0.5,-1
zj1jf_u3VvM,,,,-1
jEncmttVFtU,0,,,0.5
W6llk9G1c_Y,-0.5,,-1,
BoFc6aIrEbM,-1,,,-1
CAPhY1Dbr5w,-1,-0.5,-1,-1
txSA1wPoou4,0.5,,-1,0.5
hWks7OekJzg,-1,,-1,
ccne7qQI7rw,0.5,,-1,
Kb-AqWlZz6s,-0.5,0.5,,1
7Yfww6fD1N4,1,,-1,1
HyFZ1wCS2kw,1,,,0
z5e-KkH5Khw,1,,-1,-0.5
cC4_6qJ8fmU,1,,-1,-1
0HX4IPRqssU,-0.5,,,1
gveoXXJGyxA,-0.5,,,0.5
SwPr60jQRY0,0.5,,-1,
taN-Lh3qQg4,0,0,-1,
drSfrNBHjqM,-1,,-1,0.5
j9dz-KRdRXE,1,,-1,1
Yb4eOTeTDcM,-1,,,-0.5
F5ZX_TdWWpM,-1,,,-1
v_oqzmgPtrc,-1,1,0.5,-1
GgdAREuGBWM,0.5,,,1
MTxf88g6W_c,-0.5,,-1,
MZtPcN1NmcM,-0.5,,,-1
ivloYXJyNNc,-0.5,,,-1
1v06n217AZU,-1,,,
j0PdSdwzCG4,-1,,-1,1
hGuTrIR2hno,-0.5,,-1,
d9-fDsKxHTE,0.5,,-1,0.5
Owt6TDhTUFE,-1,1,-1,-0.5
0XIaHLb2mLo,-1,,,0.5
Ar7xXdijJIA,-1,,,
qIzEgl_qQ8k,0.5,,,
X_u_rMGH-uE,1,,-1,
PqIG4cN8M94,,,-1,-1
MB7eA6yrfyQ,0.5,,-1,
fo-ol2dLFpw,,,,
9U-woSaVJlk,0,,-0.5,
69gNLwSEf2M,0.5,,-1,0.5
igsdK_v1tsM,-0.5,,,
6Au-rFIy4AU,,,-1,-1
SNFCknIe8Vg,-0.5,,,-1
2nWAKE_B5cQ,0,,-1,
nCo9BZQIJhE,0,,-1,0.5
nmlWxmPfDkc,-1,,,-1
_7DLzLaMQiM,-1,,-1,-0.5
pJKmtVieKyw,0.5,,,0
LXfK0Tox8ks,,,,
9OMAMVXYXuU,0,,,-0.5
AV5NHY3_C4w,0,,-1,
UWnjICHyyls,1,,-1,-0.5
IS8n64bci5U,-0.5,,-1,
7XYdxgtjSvI,,,-1,
N8_yRIOA21M,-1,,-1,
JNY8ESUmQ1A,-1,0.5,-1,0.5
9v6umzI5JYE,,,-1,-0.5
W5Y1hFuICKU,1,,-1,0.5
kd3Z3OFrBGY,-1,1,-1,-1
k3Auc9Y1nN8,1,,-1,-0.5
GzCx6wIVme0,-0.5,,,1
aQhrmo0ESh0,1,,-1,0.5
I5jpfG6fCuA,0,,,1
RPUs3q8ZS_E,0,,-1,
fIVRPPOWgOQ,-1,,,
9tmWOCpaWZU,-0.5,,,0.5
Z44oVXriQBA,-1,,,-1
F6D3jbGYRn8,,-1,-1,1
tO2rs9Amr_w,-1,1,-1,
d6YRHsj7v5k,-0.5,,-1,-0.5
nrLts6IjoA0,-0.5,,-1,1
h4WvBN44RFQ,0,,-1,-1
jBWDHsTQlBQ,-0.5,,-1,
nQDNf7HyW3c,-1,,-1,1
dt0--6QZiZo,,,,
b26_0DKijnQ,-1,,,-0.5
BNIFu1qTHRs,-1,,-1,
SNekwRN7Ua0,-1,,,
-Ap8LCaIhlQ,-1,,0.5,-0.5
aGtK9bfqZlI,,+0.5,,-1
fVgvoZpFQ8Q,0.5,,-1,-0.5
QbSjGBksAxw,1,-0.5,-1,
GuKIP0Uu2sc,-1,,,
i0T04s6Nc1g,1,,-1,-1
MWeFqK_2EC8,-1,,-1,-0.5
wNaLfcPfnlw,-1,,,0.5
p9-BGhIv87E,-1,1,-1,-1
e_nx7-rAYVo,-1,,,-1
jwt4LssgixU,1,,,
gYLLJyJmqMw,-1,1,1,-1
5KurngL6pWc,-0.5,,,
ihQnwmMBveU,1,0.5,-1,
BicVFic0DSA,-1,,-1,
HO5eP0fagiY,,,-1,
EVYK01P-7_s,-1,1,,-1
_gJ19VyRxGM,-0.5,,-1,1
YssBXKrg1Zk,0.5,,-1,0.5
91QnfDaVSf4,-0.5,,,
vI57-2_07ks,,,,
Q4CE6EIZR9k,-1,,,-1
AKGZEAonWRo,0,,,-0.5
ThIbqlGo6n4,-0.5,,,
cGpeRHI9yj0,,,,
2sgTGPQesbo,-1,,,-0.5
rdi8hcZo0Qs,-0.5,,-1,0.5
kFBzz_40w1o,0,,,0
sA40-_lZWmQ,-0.5,,-1,0.5
d7D1Q2MHBOg,-1,0.5,-1,-0.5
KmfQnLPcjNc,,,,
HuZAGniND18,-1,,,-1
XpJL1LlHcjU,,-1,-1,-1
DsbEMlmDYrQ,-1,,0.5,-1
s-0rQcZbV5E,-0.5,,,0.5
2uq6_JTDrgM,-1,1,,-1
0W28Yl0-YJI,-1,,-1,-0.5
67UffEPXhb8,-0.5,,,-1
YkexQ7eUEeI,-0.5,,-1,0
QnoFMSxhkbg,-1.0,0,-1.0,0.5
IKp2S4Yu04g,0,,,
sfUszRx5MWU,-1,,,-1
sHllHmktHZA,1,,-1,-0.5
EPLK9RiAet4,-0.5,,-1,-0.5
EgzQhinJiQc,,,-1,0.5
0YP-w8Vhbsk,-1,,,-1
Rpvhhmt2SS0,-1,,-1,0.5
V7s75pT01yM,-1,,-1,-0.5
8nzRdLYTYtg,-1,,,-1
D4J52eNwo5U,-1,0,-1,
Tj6KCVbngx0,+0.5,,,0
1h0RKNGUk8c,0.5,,-1,1
bAl04Eqlrg8,1,,-1,
2v1TlAfp21Y,-0.5,,-1,0.5
L1p83ngU46Y,,,,
NYdbG3-qXQ8,-1,,,-0.5
YB5uhxAyxVc,1,,-1,
x-K3vEWHmbI,0,,,-1
QE5J3t-JAvs,0.5,,,1
R3C3YZLSpeM,-0.5,,-1,0.5
yhn6UXgWXP0,-1,,,-1
IobNOoCitQU,1,,,1
G7jRrI1hgZ4,-1,,-1,
J9gVmXyOQVE,,,-1,0.5
OMYgDRBh3ZY,1,-1,-1,0.5
dc9t3hk_3qA,,,,-1
BFX0PmQm_XI,-1,,-1,
yU3F24ZBD0c,,,,-0.5
cfMGp3Wh4ow,,,-1,-1
iQQSomr2wq0,0.5,,-1,-1
onuEZChEhOQ,-1,,,-1
jeh16a0lOSM,-1,1,-1,
9VYcgn_-7kk,-1,,,-0.5
xH-BLePoHgY,-1,,-1,-1
XxEFEx8ib6I,0,,-1,-0.5
tLdB726fmI8,,,,-1
C4wbvrjySos,,,-1,
wVQ9IDwK7GM,-1,,-1,0.5
-sZ6ZAAS16E,-1,,,-1
31ZGvmp91d0,-1,,-1,0.5
PmTN6zsGKF8,1,,,
nX6Re_PiH9Y,-0.5,,-1,-0.5
W6daf5ouV4g,-0.5,,,-0.5
I2CK223c_6o,0,,-1,
ExlP7vl2W4I,1,,,
GEJ5vHDPftA,1,,-1,0.5
ifc791vHEbM,-1,,-1,1
nliyt9_nLIU,-0.5,,-1,0.5
tZfPfojmneE,-1,1,0,-1
7g-B8G_5nS0,,,-1,
YmhmbiAWeho,-1,,,0.5
V9pHLdcvCDE,0,,,0.5
1RC8mA_5jNw,0.5,,-1,1
zeNucsCUfaE,,,,
TI5xVMC26JM,-1,,,-0.5
BF6T0hzNhWg,+0.5,,,-0.5
LRwLvCOFyN8,-0.5,,0.5,1
4uNiJn3irF4,-1,,,
a6GKEYZh2f4,-1,0.5,-1,-0.5
TaBwQVMpe70,0,,,0.5
bH2pNYeSe_4,-1,,-1,-1
bM9MaYO5uZk,-0.5,,-1,
dtg6qZED1K8,,,,0
zJrV-jQ5l3I,-1,,-1,0.5
yfwhT7Qi08w,,,,
hTHLXlPRgXI,0,,,-1
cNSuMM8579M,-1,,,-1
nWxZF45zgGU,-1,,-1,
_mYebHEJCUI,0.5,,,
KKLguuFUpkE,1,0,-1,0.5
Qn-e6dIGpBY,-1,,-1,-1
SVMSMKF7ZtA,-1,,,-1
OR5kDPEZLaE,-1,1,-1,0.5
ABtikNQZoG4,,,-1,-0.5
BsdzXnWg3Jk,-1,,,
cruRw_W2xYQ,1,,-1,1
aMHuRzKOnPs,0.5,,,
MS0W1mvBDpE,-0.5,,-1,-0.5
S05h7dTFEBs,-1,,,
9wf-6jSA2lw,1,,-1,0.5
Flqe0bKrPeY,,-1,-1,
vHqsHYRJy8o,0,-1,,0
ZdfONq96-7U,,,-1,-1
2OS5U8N7vgY,-0.5,,-1,-1
7T5dRxhiC4o,-0.5,0.5,-1,
6rwYF-lRYzE,1,,-1,1
nwZwXilQNl4,-1,,-1,0.5
AAO0vH9P5UY,-1,,-1,-1
7zKIcKD5RhQ,-1,,,-0.5
f_r-mRgnlNY,0,,-1,0.5
r-YwimZ_0-4,-1,,,-1
7c_WiQGaO8Y,-0.5,,,0.5
SB2gw8bun4Q,,,,
dP9H-0_Czjo,1,,,0
8oCsXomQQnM,-0.5,,,
uZGehmCMdjQ,-1,,,-1
2bhpJz9vay0,,,-1,
F0r-5j8ol08,0,,-1,0.5
00Bj_4wftG4,-0.5,,-1,
gQn5nBISMIE,0.5,,-1,
qkl4fy7aVD0,-1,,,-1
Ocmtx8VQN4k,-1,,,-1
PEVbqgi23po,1,1,-1,-1
8tkDO3lPEc0,,,,-0.5
JRT93FLwCjM,0.5,,,
JBNrg74H4Q4,1,,-1,1
TWdsDPaAsEY,-1,,,-1
TKnDxwzJDEc,-0.5,,-1,0.5
tTZF2BJZxbo,1,,-1,
GMpQrzflUxE,-1,,-1,-1
_3a-w2A7XSc,-0.5,,,-1
ZTrqLRSXA4Q,-0.5,,,
KlbO8aCkgPA,1,,-1,0.5
J22uTeJCFyw,-0.5,null,null,0
1Q-GYraGwUE,-1,,-1,-1
Kl8Rlgn8Rbw,-1,,0.5,-1
8fBPgha1shE,,,,
vkixgxQPtVE,1,-1,-1,
JajVGrgHtsE,-1,1,,-1
y4hi60-s-JQ,1,,-1,-1
UQaDj4mHDe0,1,,-1,-0.5
fv-GjX_Fnfo,-1,,,
yEFaMVJ1P-0,,,-1,-1
X7p-kz4KjGw,-1,,,-1
fSNxpST4wDA,,,,-1
ocwnWkAfxZw,1,,-1,-1
_rv9xcuXeW0,-1,,0.5,1
MwBgbrWLDeY,,,,1
LflX9Kg7Rjw,,,,
TvrOz9-tFvc,-1,,,-1
omTQy3GMb6Y,-1,,-1,0
ABibiaYjPko,-0.5,,-1,-0.5
QqYYl92TzoU,-1,0,-1,
bTd2R6iKOF8,-0.5,,,-0.5
Iu8FG1XZMcg,0,,,-0.5
OUMHC8ZzbtQ,-1,1,,
jo8YxJDL__g,0.5,,,0
yCtlrazj6Yo,-0.5,,,-0.5
rTBcseE6PBI,-1,,,
b7g-g74eiKk,1,,-0.5,-1
pFmNTkx7L28,,,-1,-0.5
CSajK4ENpqA,0,,,0.5
Bwe-K4peGnk,,,,-0.5
UyjRXDquZTU,-1,,,
4l-RQ2s44Wk,0,,-1,
cMWMqAYhk54,-0.5,,-1,0
YoFVV-XE3P8,0,,,0.5
m5rJ0Cn9kIo,1,,,
8sfE9ZRtlkA,-1,,,0.5
dD41aGpmdDA,,,-1,-1
w-ivnWrmacs,0.5,,,1
6uSYPnxl678,0.5,,-1,-0.5
mpbRkL6ze0g,-1,,,-1
QyK5u73s9_0,,,,-0.5
OPEHNX87_rE,,,-1,-1
4tmXuip4490,-1,,-1,-1
eE7CtZ6No7I,-1,,,
Js2fL6g1oZQ,-1,1,-1,
eNPYhZ_hKNg,-1,,-1,-0.5
HWtnYiBDoh0,0,,,1
ptoyUOXZb50,-0.5,,,0.5
2ew_4hfB_jc,0.5,,-1,-1
1VLFwQQSsrY,-0.5,-1,-1,-0.5
dEbKFrMu8hY,0,,,
_Oh5aY1ZUiI,0.5,,-0.5,0
17ZQQSoEUGQ,1,,-1,1
voFkhgVRAw0,-1,,,0
rtXAIGlvTcQ,-0.5,,-1,0.5
cq5_rB-fZ-0,,,,
gBfUQSNoWgU,0,,-1,
gvPQebh26D4,0,,-1,
U4R9FrvJeyY,0.5,0.5,,1
y08ANzP-rQU,-0.5,,,0.5
tpyXqkIYRhU,-1,,,-1
fZ8Pu-yy0YA,-1,1,-1,
aUV5judP97g,-1,,,-1
SoTZ3CO1wZE,,,-1,0.5
R_lytr6gagE,0.5,,-1,
HpcuZhlzyFo,0.5,,-1,
rw5gDqnY8-0,,,,-1
7NXpm8fohxk,1,,-1,-1
Z4RFAsad8Bo,,,,-1
AZpcFNoGYUM,-1,,-1,
k5wxH37N3OY,-1,1,-1,-1
m5XG599TFm4,1,,,
C3EahP4pV0s,,,,-0.5
u0NSgBVdABo,,,,
KpjxGyyRrY0,1,,-1,0
wlQS6eWPKso,-1,,-1,-1
U0Uj74hZpTA,0.5,,,
edhsui_V_vE,1,,-1,-0.5
fJOeOY4yKCk,+0.5,,,0
JJKTA__2D1U,,-1,-1,-1
79JtAzvWKVU,,-1,,
qhwnzmyd7Lg,1,,-1,
ChtV476M9Pc,-1,,1,-1
qqdhJ4kQt7U,1,-1,-1,-0.5
BdrWsvL-1hc,-0.5,0.5,-1,-0.5
dnq2tk1twzY,0,,-1,
MYOdJ6DYVIk,0.5,,-1,0.5
B26D2bN2G_E,0.5,,-1,1
_LCTRLHs-m8,-1,0.5,,1
CiVceAbEv-A,-0.5,,,1
fNqdVYfHSEE,-1,,,-0.5
MjK0yQs4iYQ,1,,-1,0.5
IF3qkIawh8I,-0.5,,-1,
zmQHMd2oLrc,-0.5,,-1,-0.5
4VRGsh3-mwg,-1,0.5,-1,-0.5
MnrMzU_RxTo,-1,,-1,-0.5
KSIj7WE2DhM,1,,,1
x1E-iY_Fw2A,-1,0.5,,-1
iJvDwHnN3jk,1,,-1,
oU-82XCVd68,-0.5,-0.5,-1,0.5
rlqU4br1V-M,1,,-1,0
oWGwZM_J6Zs,0.5,,-1,0.5
VR03px_ykIA,0,,-1,1
_4Ih94ze794,-1,,,-1
uWo54rl20uo,-1,,-1,-1
maFc33rlazI,-0.5,,-1,0
adAGIzpZYGw,0.5,,-1,
nleU4LjpKiI,0.5,-1,-1,-0.5
xxlc0oEPR-g,-0.5,,,0.5
v1F0VObBwjU,-1,,,-1
O5IcQqqIY5U,0,,,
Bx4xsXyhLA8,1,,-1,-0.5
H0EltnbGm-g,-1,1,-1,
A8m8WdrWyhA,+0.5,+1,-1,
dwCH6M4GdtA,-1,,,
5w6hk9y-jk0,-0.5,,-1,0
zx4zwTc3c1o,-1,,0.5,-1
2rHywsk9EAI,0.5,,-1,
70WL9l8m-6E,0.5,-0.5,-1,-1
11LD5cvyaMA,-0.5,,,-0.5
4RYju6r9uzw,0.5,,-1,
164njOsg0vU,-1,,,-1
SZv0C5iSMe0,0.5,,,
l3xlVlo4t4U,,-0.5,-1,
ZHnSduYcZrA,0,,-1,
QfdAoOuV3XE,-1,,-1,-0.5
gVwQ9gqnCgQ,,0.5,-1,
AHi5JqUhupE,-1,,,
f1oFN0G56n0,-0.5,,-1,0.5
x4DUd1w5_QY,,,,
Av4TeF75CMo,-0.5,,,
9Ckz8Idd8rY,-0.5,0.5,,0
MPQ5ltaWuGA,-1,0.5,-1,
MXDCcLNcYCg,-1,,-0.5,
74OMVNAz1Eg,,,,0.5
2ymbQdoFUug,-1,,-1,
1hVQvv1WeWE,0.5,,-1,1
IFcHxvcFQv4,-1,,-0.5,-0.5
WkGAkMB9s1w,-1,,,-1
PrKozdh69a8,1,-1,-1,1
-nbCxQQBZ3Y,-1,,-1,-1
4t6sfT2T3A4,,,,-1
owh7fJiADZg,0.5,,-1,
